slug,title,category,score,risk_level,salary_low_usd,salary_high_usd,salary_trend,tasks_at_risk_count,tasks_growing_count,defense_skill_1,defense_skill_2,defense_skill_3,insight,score_q1_2025,score_q3_2025,score_q1_2026,score_q2_2026,score_q3_2026,soc_code,tier,sub_task_automation,sub_tool_maturity,sub_adoption,sub_agentic_exposure,agentic_risk
drywall-installer,Drywall Installer,Skilled Trades & Construction,6,Low,40000,68000,stable,3,3,Level-5 finish and specialty texture specialization,Fire-rated and sound-rated assembly certification,Digital takeoff software fluency,"Drywall installation carries low risk: hanging, taping and finishing remain manual craft, with automation limited to the material takeoff and bidding side of larger commercial jobs.",,,,,6,47-2081,2,10,30,18,6,Low
flooring-installer,Flooring Installer,Skilled Trades & Construction,6,Low,38000,65000,stable,3,3,Subfloor repair and moisture-remediation expertise,Digital measurement and takeoff software fluency,Specialty and custom-pattern installation certification,"Flooring installation carries low risk: the craft itself resists automation, with AI tools reaching only the room-measurement and quoting step ahead of the job.",,,,,6,47-2042,2,10,30,18,6,Low
insulation-worker,Insulation Worker,Skilled Trades & Construction,6,Low,37000,62000,rising,3,3,Building-envelope and energy-auditing certification,Energy-modeling software fluency,Energy-retrofit consulting skills,"Insulation work stays low-risk on the install side while energy-code tightening and retrofit incentives drive rising demand, with AI energy-modeling tools automating only the estimating step.",,,,,6,47-2131,2,9,28,16,5,Low
roofer,Roofer,Skilled Trades & Construction,6,Low,37000,65000,stable,4,3,Drone/AI roof-inspection and measurement software fluency,Storm-damage and insurance-claim documentation expertise,Safety and fall-protection certification,"Roofing stays low-risk because the physical work at height has no substitute, though drone-based inspection and AI measurement tools are starting to automate the estimating step for larger companies.",,,,,6,47-2181,2,9,30,17,6,Low
welder,Welder,Skilled Trades & Construction,6,Low,38000,68000,stable,4,3,"Advanced certifications (AWS D1.1, pipe, pressure-vessel)",Weld-log and documentation software fluency,Cross-training into robotic-weld-cell tending,"Field welding stays low-risk because robotic welding, though mature, is confined to fixed factory cells and hasn't reached one-off structural and site work. The exposure that exists is administrative: certification tracking and inspection logs, not the weld itself.",,,,,6,51-4121,1,9,38,22,7,Low
glazier,Glazier,Skilled Trades & Construction,5,Low,39000,68000,stable,3,3,Curtain-wall and structural-glazing certification,Digital takeoff software literacy,Commercial high-rise glazing cross-training,"Glazing is a low-risk trade: precision glass installation has no automated substitute, and AI tooling in the field is essentially absent beyond generic estimating software.",,,,,5,47-2121,2,8,28,16,5,Low
mason,Mason,Skilled Trades & Construction,5,Low,42000,72000,stable,3,3,Historic and restoration masonry specialization,Structural masonry code-compliance certification,Digital takeoff and estimating software literacy,"Masonry is among the lowest-risk trades: robotic bricklaying remains a pilot-stage novelty, and the craft's precision work stays entirely manual.",,,,,5,47-2021,2,7,28,15,5,Low
ironworker,Ironworker,Skilled Trades & Construction,4,Low,44000,78000,rising,3,3,Advanced rigging and high-rise erection certification,Crane-coordination and structural-connection expertise,Fabrication-drawing and scheduling software literacy,"Ironwork sits at the floor of this index: structural steel erection at height is inherently manual and safety-critical, and demand is rising with the data-center and infrastructure construction boom.",,,,,4,47-2221,2,7,26,14,5,Low
plumber,Plumber,Skilled Trades & Construction,4,Low,48000,88000,stable,4,3,Backflow prevention and code-compliance certification,AI-assisted scheduling and dispatch software fluency,Water-efficiency and repipe consulting skills,"Plumbing is one of the lowest-risk trades in the index: licensed, hands-in-the-wall work has no automatable substitute, and even the back office runs mostly on phone calls rather than software. What is changing is dispatch and invoicing, where AI scheduling tools are starting to cut administrative overhead for larger service franchises.",,,,,4,47-2152,1,6,35,18,6,Low
shipping-clerk,Shipping Clerk,Transportation & Logistics,47,Moderate,30000,47000,declining,4,3,WMS and inventory-AI system oversight,Shipment exception and discrepancy resolution,Vendor/carrier coordination for damaged or lost freight,"This is one of the more exposed roles in the category: manifest generation, labeling, and inventory reconciliation are exactly the kind of digital record-processing work agentic tools already own end to end. Clerks who move toward exception handling and vendor coordination are furthest from the automated core.",,,,,47,43-5071,2,55,62,45,60,High
freight-broker,Freight Broker,Transportation & Logistics,45,Moderate,40000,80000,declining,4,3,Digital freight marketplace and AI pricing-tool fluency,Carrier relationship management and negotiation,Specialized/hard-to-cover freight sourcing,"Freight brokerage is one of the most exposed roles in this category because it's already a digital-marketplace business: standard load matching, quoting, and booking are agent-ownable today. Brokers who survive are shifting toward the relationship-heavy, hard-to-cover freight that automated marketplaces still struggle to fill.",,,,,45,43-5011,2,50,65,48,65,High
dispatcher,Dispatcher,Transportation & Logistics,42,Moderate,36000,60000,declining,4,3,AI dispatch and TMS platform oversight,Exception handling and multi-party negotiation,Driver and carrier relationship management,"Dispatch is one of the more exposed roles in this category precisely because it's a digital coordination job, not a physical one: routine matching, scheduling, and status updates are already agent-handled at many large fleets. The dispatchers who remain valuable are the ones running exception queues AI escalates to them, not the ones doing standard matching by hand.",,,,,42,43-5032,1,48,62,45,62,High
customs-broker,Customs Broker,Transportation & Logistics,38,Moderate,55000,95000,mixed,4,3,AI-assisted trade-compliance and HTS classification tools,Regulatory audit defense and penalty mitigation,Trade-policy advisory for importers,"Classification and filing are exactly the kind of rules-based digital work AI already handles well, which is pushing routine entry work toward automation. The licensed judgment and liability side of the job, defending an audit, resolving an ambiguous classification, is what keeps this role from moving further, faster.",,,,,38,13-1041,2,46,55,35,55,High
logistics-manager,Logistics Manager,Transportation & Logistics,32,Low,70000,140000,stable,3,3,AI-enabled TMS/WMS platform oversight,Vendor and carrier contract negotiation,Cross-functional team leadership in logistics,"AI has taken over much of the reporting and route-optimization work that used to fill a logistics manager's week, but the vendor negotiation, team leadership, and judgment calls during disruptions remain squarely human, keeping overall risk moderate rather than high.",,,,,32,11-3071,2,38,60,42,42,Moderate
transportation-planner,Transportation Planner,Transportation & Logistics,26,Low,58000,100000,stable,3,3,AI-assisted traffic simulation and modeling tools,Public stakeholder engagement and facilitation,Policy analysis for infrastructure decisions,"AI modeling tools speed up the data-analysis side of transportation planning, but the public engagement and political trade-off work, deciding whose neighborhood gets the new transit line, remains a human judgment call agents don't reach.",,,,,26,19-3051,2,34,50,30,35,Low
package-handler,Package Handler,Transportation & Logistics,24,Low,27000,38000,mixed,3,3,Sortation and conveyor-equipment operation/maintenance,Irregular and damaged-package handling,Trailer loading and load-balancing technique,"Major parcel hubs already run mature automated sortation, which has shifted headcount toward loading, unloading, and exception handling rather than eliminating it outright; smaller regional facilities lag well behind.",,,,,24,53-7064,2,30,58,40,20,Low
forklift-operator,Forklift Operator,Transportation & Logistics,19,Low,33000,50000,mixed,3,3,AGV/AMR fleet coexistence and safety operation,Irregular and specialized load handling,Basic equipment maintenance and troubleshooting,"Autonomous forklifts are a mature product, but they are best at repetitive, mapped-route moves; the irregular loads and mixed human/robot floors of most warehouses still need a licensed human operator, so adoption is real but concentrated in a minority of large, newer facilities.",,,,,19,53-7051,2,26,55,25,18,Low
warehouse-worker,Warehouse Worker,Transportation & Logistics,19,Low,30000,45000,mixed,4,3,Warehouse robotics operation and troubleshooting,Inventory management systems fluency,Quality control and safety inspection on automated lines,"Large e-commerce and 3PL fulfillment centers already run substantial robotics, but that has mostly shifted the job toward robot-adjacent work (loading, exception handling, machine oversight) rather than eliminating headcount outright. The smaller, non-automated warehouse base, still the majority of facilities, faces materially less near-term pressure.",,,,,19,53-7062,1,24,58,35,20,Low
rideshare-driver,Rideshare Driver,Transportation & Logistics,16,Low,25000,45000,declining,4,3,Accessibility and high-touch rider service,"Operating in non-geofenced, unmapped service areas",Platform and gig-app fluency across multiple services,"Robotaxis are commercially live today, not a future prospect, but confined to specific mapped cities and conditions. Drivers in those metro robotaxi zones face real and growing displacement over the next few years; drivers everywhere else face materially less pressure until geofences expand, which has historically happened city by city, slowly.",,,,,16,53-3054,1,22,58,14,15,Low
delivery-driver,Delivery Driver,Transportation & Logistics,15,Low,32000,50000,stable,4,3,Last-mile robot/drone fleet supervision,Route-optimization and delivery-app platform fluency,Customer-facing problem resolution for failed deliveries,"Drone and sidewalk-robot delivery are commercially operating today, but only in select metro pilot zones covering a small fraction of last-mile volume nationally. The realistic medium-term shift is fewer stops per driver as robots absorb easy, short-hop drops, with humans increasingly routed to the access-restricted and exception-heavy deliveries robots can't yet handle.",,,,,15,53-3033,1,20,50,15,18,Low
courier,Courier,Transportation & Logistics,14,Low,27000,42000,declining,3,3,"Time-sensitive/regulated document handling (medical, legal)",Delivery-app and route-optimization platform fluency,Access-restricted and complex-location delivery,"Robot and drone courier pilots exist in a handful of metro markets but cover a narrow slice of courier volume; the specialized, time-sensitive document runs (medical, legal) that make up much of this role's value are not close to automatable.",,,,,14,43-5021,2,20,45,15,18,Low
truck-driver,Truck Driver,Transportation & Logistics,13,Low,40000,65000,stable,4,3,Specialized/hazmat and oversize-load certification,Fleet telematics and AI dispatch-system fluency,Last-mile and exception-handling logistics skills,"Autonomous trucking is real but narrow: driverless freight runs on a handful of mapped interstate lanes today, not on the docks, city streets, and weather a driver actually navigates. The near-term threat is on the paperwork side (logs, routing, load matching), already largely automated, while the medium-term pressure on long-haul lanes will build as mapped corridors expand over the next several years.",,,,,13,53-3032,1,18,48,12,14,Low
postal-worker,Postal Worker,Transportation & Logistics,12,Low,45000,65000,stable,3,3,Customer-facing service and dispute resolution,Route-technology and handheld-scanner fluency,Certified/special mail handling procedures,"Facility-level sorting has been automated for years without eliminating the carrier role, because the door-to-door delivery route itself remains physical work automation hasn't reached; near-term risk stays low.",,,,,12,43-5052,2,16,45,20,14,Low
train-conductor,Train Conductor,Transportation & Logistics,11,Low,55000,85000,stable,3,3,Rail safety inspection and incident response,Automated signaling and PTC system fluency,Yard and crew coordination during disruptions,"Rail automation has focused on signaling and braking systems, not on replacing the conductor's physical safety and coordination duties; driverless freight rail trials exist but remain narrow pilots years from broad deployment.",,,,,11,53-4031,2,16,38,15,12,Low
aircraft-mechanic,Aircraft Mechanic,Transportation & Logistics,10,Low,55000,95000,rising,3,3,AI-assisted predictive-maintenance system fluency,Complex diagnostic and structural repair certification,Airworthiness sign-off and regulatory certification,"AI predictive-maintenance tools are shipping and genuinely useful for flagging what needs attention, but the licensed, hands-on repair and airworthiness certification at the center of this role remain firmly human work.",,,,,10,49-3011,2,14,42,22,12,Low
bus-driver,Bus Driver,Transportation & Logistics,10,Low,38000,60000,stable,3,3,Passenger safety and de-escalation training,Accessibility and specialized-transit certification,Fleet telematics and scheduling-tool fluency,"Autonomous shuttle pilots are real but confined to fixed, low-speed routes; mixed-traffic transit and intercity bus driving, with the safety and liability obligations of carrying passengers, is not close to automatable at production reliability.",,,,,10,53-3052,2,15,40,8,10,Low
air-traffic-controller,Air Traffic Controller,Transportation & Logistics,8,Low,90000,175000,stable,3,3,High-density and emergency traffic management,AI decision-support tool oversight and override judgment,Cross-facility coordination during disruptions,"Controllers already work alongside mature automation aids, but the FAA has not reduced staffing because final separation authority stays with a certified human; near-term risk is low, concentrated instead in tool-assisted efficiency gains rather than headcount reduction.",,,,,8,53-2021,2,12,35,20,10,Low
airline-pilot,Airline Pilot,Transportation & Logistics,7,Low,130000,250000,rising,4,3,Advanced flight-deck automation management,Emergency and degraded-conditions decision command,Crew resource management and safety leadership,"Autopilot already handles most of the flying hours in a commercial flight, and that has been true for years without displacing pilots, because certification, insurance, and passenger trust require a licensed human in command. Reduced-crew and single-pilot concepts are in FAA-monitored study, not deployment; a real regulatory shift is possible over a decade-plus horizon but is not the near-term picture.",,,,,7,53-2011,1,10,45,20,8,Low
flight-attendant,Flight Attendant,Transportation & Logistics,5,Low,45000,90000,stable,3,3,Emergency response and evacuation command certification,De-escalation and conflict resolution training,Accessibility and special-needs passenger service,"This is an in-person safety role first and a service role second; current AI has no path to performing either at the required reliability, so displacement risk stays low regardless of how much AI improves in adjacent booking and scheduling systems.",,,,,5,53-2031,2,8,25,12,6,Low
cashier,Cashier,"Hospitality, Food & Personal Service",64,High,25000,35000,declining,4,2,Self-checkout exception handling and loss-prevention judgment,Customer-service recovery on the retail floor,Cross-training into inventory or fulfillment tech roles,"Self-checkout has already automated the core transaction, and most large retailers now treat it as the default lane, not the exception. What remains for cashiers is what the machines can't handle: age-verification disputes, theft prevention, and the returns a kiosk kicks back to a human.",,,,,64,41-2011,1,68,85,65,55,High
travel-agent,Travel Agent,"Hospitality, Food & Personal Service",51,High,40000,60000,mixed,3,3,Complex and luxury itinerary design,AI trip-planning tool integration into client service,Crisis rebooking and disruption management,"AI trip planners already out-research most human agents on a standard beach vacation, comparing hundreds of fares and itineraries in seconds. The agents still working are the ones handling what breaks: a canceled flight mid-trip, a ten-stop corporate itinerary, or a client who wants judgment, not just options.",,,,,51,41-3041,2,55,75,55,60,High
hotel-front-desk-agent,Hotel Front Desk Agent,"Hospitality, Food & Personal Service",50,Moderate,25000,35000,declining,3,3,Guest-service recovery for escalated complaints,Hotel PMS and AI check-in system administration,Cross-training toward guest-relations or revenue roles,"Mobile check-in and keyless entry already handle the routine arrival for most guests. The desk agent's value has shifted to the guests self-service can't handle: the VIP request, the overbooking problem, the complaint that needs a human decision.",,,,,50,43-4081,2,55,70,55,60,High
fast-food-worker,Fast Food Worker,"Hospitality, Food & Personal Service",49,Moderate,25000,30000,declining,4,3,Working alongside AI drive-thru and kiosk ordering systems,Order-exception handling and customer recovery,Cross-training into shift-lead or scheduling roles,"AI voice ordering is already live at drive-thru windows for several national chains, taking over the exact scripted exchange this job used to require. What's left is assembly speed and handling the orders the AI gets wrong.",,,,,49,35-3023,2,58,65,45,50,Moderate
concierge,Concierge,"Hospitality, Food & Personal Service",40,Moderate,30000,45000,stable,3,3,VIP and complex-request handling,AI concierge chatbot oversight and escalation management,Local vendor relationship-building for exclusive access,"AI concierge chatbots now handle the reservation-and-recommendation baseline well enough that guests rarely notice. The role has shifted toward the requests a chatbot escalates: the impossible booking, the emergency, the guest who wants a person, not a menu of options.",,,,,40,39-6012,2,48,65,35,50,Moderate
barista,Barista,"Hospitality, Food & Personal Service",32,Low,27000,38000,mixed,3,3,Specialty beverage craft and latte-art skill,Mobile-order and loyalty-app queue management,Cafe customer-relationship building,"Mobile order-ahead already handles the ordering conversation, and a handful of robotic kiosks now pull shots too. The craft differentiation, latte art, dialing in espresso, building cafe regulars, is exactly what keeps human baristas ahead of a vending machine.",,,,,32,35-3023,2,40,55,38,35,Low
restaurant-manager,Restaurant Manager,"Hospitality, Food & Personal Service",30,Low,50000,80000,stable,3,3,AI scheduling and inventory platform fluency,Staff coaching and conflict resolution,Guest-experience recovery and reputation management,Scheduling and inventory software now generate the labor and ordering numbers a manager used to build by hand. The job is shifting toward what the software can't do: coaching staff and fixing a bad guest experience in real time.,,,,,30,11-9051,2,35,60,40,40,Moderate
event-planner,Event Planner,"Hospitality, Food & Personal Service",27,Low,45000,75000,rising,3,3,On-site crisis management for live events,AI budgeting and vendor-matching tool fluency,Client vision translation and stakeholder management,"AI can already shortlist vendors and track a budget against invoices. It cannot fix a collapsed tent an hour before guests arrive, which is still the job most clients are actually paying for.",,,,,27,13-1121,2,35,50,30,35,Low
security-guard,Security Guard,"Hospitality, Food & Personal Service",25,Low,30000,50000,mixed,4,3,AI video-analytics platform operation and alert triage,De-escalation and physical incident response,Physical security and AI-monitoring certifications,"AI camera analytics already does the watching, flagging anomalies across hundreds of feeds no human could track continuously. It still can't walk the floor, de-escalate a confrontation, or make the judgment call on when to intervene, which is why the job is shifting from watching monitors to responding to what the monitors flag.",,,,,25,33-9032,1,30,58,38,35,Low
hotel-manager,Hotel Manager,"Hospitality, Food & Personal Service",24,Low,45000,85000,stable,3,3,AI revenue-management and dynamic-pricing platform fluency,Cross-department staff leadership,Crisis and VIP guest-relations management,"Dynamic pricing algorithms now set most room rates automatically. What a hotel manager still owns is running the property when something goes wrong, staffing gaps, VIP escalations, brand-standard enforcement, none of which the pricing engine touches.",,,,,24,11-9081,2,30,55,35,30,Low
tour-guide,Tour Guide,"Hospitality, Food & Personal Service",19,Low,25000,45000,stable,3,3,Live storytelling and audience engagement,Specialized or niche-expertise tour development,Group-management and safety judgment on the move,"An AI audio guide can narrate a landmark competently for a fraction of the cost. What it can't do is read a group's energy, take a real question off-script, or turn a rained-out afternoon into a good story anyway.",,,,,19,39-7011,2,25,55,25,25,Low
personal-trainer,Personal Trainer,"Hospitality, Food & Personal Service",18,Low,35000,70000,rising,3,3,Live form-correction and injury-prevention coaching,AI fitness-app integration into client programming,"Specialized certifications (rehab, sport-specific, pre/postnatal)",AI apps now generate a competent generic workout plan for free. What clients still pay a trainer for is what an app can't do in the room: catching bad form before it causes an injury and providing the accountability that keeps people showing up.,,,,,18,39-9031,2,22,55,30,30,Low
restaurant-server,Restaurant Server,"Hospitality, Food & Personal Service",18,Low,25000,45000,stable,4,3,Guest-experience recovery and complaint de-escalation,Working alongside AI ordering and payment kiosks,Relationship-based upselling and menu storytelling,"QR ordering and tableside tablets have already automated the mechanical half of the job: taking orders and running payment. What's left is exactly what pays the tips: reading a table, recovering from a bad moment, and making a stranger feel looked after.",,,,,18,35-3031,1,22,55,35,30,Low
line-cook,Line Cook,"Hospitality, Food & Personal Service",15,Low,30000,40000,stable,3,3,Multi-station speed and consistency under service pressure,Kitchen inventory and prep-planning tool fluency,Cross-training toward sous chef or kitchen management,"Single-station robotics (fry baskets, portioning arms) have entered a handful of high-volume kitchens, but running a full line during a dinner rush is still beyond what any deployed system handles end to end.",,,,,15,35-2014,2,22,38,20,15,Low
chef,Chef,"Hospitality, Food & Personal Service",13,Low,45000,80000,stable,4,4,AI-assisted food-cost and inventory forecasting,Menu R&D and flavor-pairing innovation,Kitchen team leadership under live service pressure,"Line cooking and plating still require dexterity and split-second judgment no kitchen robot handles at scale, so chefs stay largely insulated. The exposure sits in the office: AI now drafts prep lists, forecasts food cost, and reorders inventory, shrinking the admin half of the job faster than the culinary half.",,,,,13,35-1011,1,18,40,22,18,Low
funeral-director,Funeral Director,"Hospitality, Food & Personal Service",12,Low,45000,80000,stable,3,3,Grief support and family counseling skills,Licensing and continuing education in mortuary science,Digital paperwork and permit-filing tool fluency,"The paperwork around death, permits, certificates, scheduling, is genuinely automatable and slowly is being automated. Nothing about supporting a grieving family through a funeral is, and that's the part of the job that was never really about paperwork anyway.",,,,,12,39-4031,2,18,30,12,18,Low
bartender,Bartender,"Hospitality, Food & Personal Service",10,Low,25000,42000,stable,3,3,Craft cocktail development and flavor innovation,Responsible-service judgment and de-escalation,POS and tab-automation fluency for high-volume service,"Robotic bar kiosks are a novelty act, not a threat: mixing well drinks at volume while reading a room's mood and pace is still squarely human work. The real automation is in the back end, tab tracking and pour reconciliation, not behind the bar.",,,,,10,35-3011,1,15,25,10,15,Low
esthetician,Esthetician,"Hospitality, Food & Personal Service",9,Low,30000,55000,rising,3,3,"Advanced treatment technique (peels, microneedling, etc.)",AI skin-analysis and diagnostic tool fluency,Licensed skincare and safety certifications,"AI imaging can now flag skin concerns and suggest a regimen during intake, but delivering the actual treatment, and judging contraindications on a real client, still requires a licensed, hands-on professional.",,,,,9,39-5094,2,12,35,15,15,Low
barber,Barber,"Hospitality, Food & Personal Service",7,Low,25000,50000,stable,3,3,Precision cutting and traditional shave technique,AI booking and client-management app fluency,Client-book building and community reputation,"No AI tool has come close to performing a haircut or straight-razor shave. Exposure here is confined entirely to scheduling and admin, not the chair.",,,,,7,39-5011,2,10,25,10,12,Low
hair-stylist,Hair Stylist,"Hospitality, Food & Personal Service",7,Low,27000,50000,stable,3,3,Advanced cutting and color technique specialization,AI virtual try-on and style-consultation tools,Client-book building and retention,"Virtual try-on apps can preview a haircut; no product can perform one. The stylist's exposure is entirely in scheduling and formula recordkeeping, not the chair.",,,,,7,39-5012,1,10,30,12,15,Low
janitor,Janitor,"Hospitality, Food & Personal Service",7,Low,30000,40000,stable,3,3,Autonomous cleaning-robot operation and oversight,Building maintenance and minor-repair skills,Hazard response and safety-compliance training,"Autonomous scrubbers already handle open floor space in big-box stores and warehouses overnight. Everything irregular, restrooms, offices, spills, hazards, still needs a person, and increasingly that person also supervises the robot.",,,,,7,37-2011,2,10,35,15,15,Low
childcare-worker,Childcare Worker,"Hospitality, Food & Personal Service",6,Low,25000,35000,rising,3,3,Early-childhood development and safety credentials,Parent-communication and reporting tool fluency,Individualized behavioral and developmental coaching,"Nothing about supervising and comforting a room of toddlers is automatable at scale, so the core job is essentially untouched. Adoption shows up only in the paperwork around it: attendance logs, meal records, and parent updates.",,,,,6,39-9011,1,8,25,10,12,Low
housekeeper,Housekeeper,"Hospitality, Food & Personal Service",6,Low,25000,35000,stable,3,3,Efficient room-turnover and quality-inspection technique,Task-management app fluency for room assignments,Cross-training toward housekeeping supervisor roles,"No deployed robot handles the variability of a real guest room, scattered belongings, different layouts, spills. Automation touches only the scheduling around the job, not the cleaning itself.",,,,,6,37-2012,2,8,20,8,15,Low
pet-groomer,Pet Groomer,"Hospitality, Food & Personal Service",6,Low,25000,40000,rising,3,3,Breed-specific grooming and styling technique,Safe handling of anxious or aggressive animals,AI booking and client-reminder app fluency,"No automated station can safely handle an anxious, wriggling animal through a full groom. The job's small digital footprint, booking and reminders, is where its modest exposure is concentrated.",,,,,6,39-2021,2,9,20,8,15,Low
massage-therapist,Massage Therapist,"Hospitality, Food & Personal Service",5,Low,40000,75000,rising,3,2,"Specialized therapeutic technique (sports, prenatal, medical massage)",Licensing and continuing-education credentials,AI scheduling and intake-software fluency,"Therapeutic touch calibrated to an individual body and injury has no automated substitute today. The role's small digital footprint, booking and intake, is where nearly all of its modest exposure lives.",,,,,5,31-9011,2,8,20,10,8,Low
statistician,Statistician,Science & Engineering,45,Moderate,75000,135000,rising,4,3,Causal Inference & Experimental Design,Agentic Analysis Pipeline Auditing,AI Model Validity & Bias Review,"Agentic notebooks now run entire analysis pipelines from cleaning to draft reporting. Statisticians who own study design, causal reasoning, and validity auditing of AI-generated results are moving from technician to the analysis's final authority.",,,,,45,15-2041,1,48,80,62,48,Moderate
quality-engineer,Quality Engineer,Science & Engineering,37,Moderate,80000,135000,stable,3,3,AI-Assisted SPC & Vision Inspection Systems,"Physical Root-Cause Investigation (8D, Fishbone)",Supplier Quality Audit Leadership,"AI vision systems and SPC dashboards now catch defects and flag anomalies automatically, but tracing the anomaly back to its physical cause on the line still needs a quality engineer walking the floor.",,,,,37,17-2199,2,42,68,55,38,Moderate
industrial-engineer,Industrial Engineer,Science & Engineering,34,Low,80000,125000,stable,3,3,Digital-Twin & Simulation-Optimization Tools,Floor-Level Change Management,Ergonomics & Safety-Driven Process Design,Simulation-driven line balancing and scheduling now run largely on their own. Industrial engineers who own operator-facing change management and ergonomics design keep the roles AI can't run unsupervised.,,,,,34,17-2112,2,38,68,52,38,Moderate
epidemiologist,Epidemiologist,Science & Engineering,30,Low,65000,110000,stable,3,3,AI-Assisted Outbreak Modeling & Forecasting,Public Health Risk Communication,Novel Study Design for Emerging Threats,"Surveillance data pipelines and forecasting models increasingly run themselves, but translating a cluster of numbers into a policy recommendation the public will trust remains an epidemiologist's job.",,,,,30,19-1041,2,36,62,45,32,Low
materials-scientist,Materials Scientist,Science & Engineering,29,Low,80000,130000,rising,3,3,Materials Informatics & AI Composition Screening,Physical Synthesis & Fabrication Technique,Failure Analysis on Fielded Materials,AI-driven composition screening now narrows candidate materials before a single sample is made. Materials scientists who master physical synthesis and failure analysis on real parts stay essential downstream of the algorithm.,,,,,29,19-2032,2,35,62,42,32,Low
meteorologist,Meteorologist,Science & Engineering,29,Low,65000,130000,stable,3,3,AI-Driven Numerical Weather Prediction Models,Severe-Weather Warning Judgment,Emergency-Management Risk Communication,"AI forecast models now rival traditional physics-based models on routine forecasts, but the decision to issue a tornado warning, and the words used to communicate it, still rest with a meteorologist.",,,,,29,19-2021,2,34,68,45,28,Low
electrical-engineer,Electrical Engineer,Science & Engineering,28,Low,85000,140000,stable,4,3,AI-Assisted EDA & PCB Design Tools,Power Systems & Safety-Critical Design,Agentic Test-Bench Automation Oversight,"Layout, routing, and compliance paperwork are increasingly automated by AI-assisted EDA tools. Electrical engineers who specialize in power-system architecture, safety-critical validation, and system integration hold the ground AI can't reach yet.",,,,,28,17-2071,1,32,65,48,32,Low
chemist,Chemist,Science & Engineering,27,Low,60000,110000,stable,3,3,AI-Assisted Retrosynthesis Tools,Bench Synthesis & Lab Technique,Novel Compound Discovery & Hypothesis Design,"AI can now suggest reaction routes and read routine spectra, but someone still has to run the bench, handle the hazards, and judge when a novel result is real. That physical and hypothesis-generation work keeps chemists in the lab.",,,,,27,19-2031,2,34,58,40,28,Low
mechanical-engineer,Mechanical Engineer,Science & Engineering,27,Low,80000,130000,stable,4,3,"Generative Design & Simulation Tools (Fusion 360, Ansys)",Design-for-Manufacturability & Prototyping,Agentic Simulation Workflow Oversight,"AI now runs simulation sweeps and drafts CAD variants overnight, compressing the early design loop. Mechanical engineers who own physical validation, manufacturability trade-offs, and final design sign-off stay indispensable.",,,,,27,17-2141,1,32,62,45,30,Low
biologist,Biologist,Science & Engineering,25,Low,65000,120000,stable,3,3,AI-Assisted Bioinformatics & Sequence Analysis,Field Sampling & Ecological Survey Methods,Wet-Lab Experimental Design,"Genomic analysis and literature synthesis are increasingly AI-assisted, but fieldwork and wet-lab experimentation still need a biologist's hands and judgment on the actual organism.",,,,,25,19-1029,2,32,55,38,26,Low
biomedical-engineer,Biomedical Engineer,Science & Engineering,25,Low,75000,130000,rising,3,3,AI-Assisted Device Simulation & Modeling,FDA Regulatory Submission Strategy,Device Risk Classification & Clinical Validation,"AI drafts routine submission sections and runs device simulations, but clinical validation and regulatory risk sign-off still require an engineer to own patient safety.",,,,,25,17-2031,2,30,58,40,28,Low
physicist,Physicist,Science & Engineering,25,Low,105000,180000,stable,3,3,AI-Assisted Simulation & Numerical Methods,Experimental Apparatus Design,Novel Theoretical Framework Development,"Simulation and data reduction increasingly run on AI-assisted pipelines, but designing the experiment and formulating the theory behind it remain the physicist's irreplaceable core.",,,,,25,19-2012,2,30,60,38,30,Low
research-scientist,Research Scientist,Science & Engineering,25,Low,70000,140000,rising,3,3,AI Research-Assistant Tools & Literature Synthesis,Hypothesis Formulation & Research Direction,Experimental Validation & Results Interpretation,"AI research assistants now draft literature reviews and propose experiment variants, but deciding which hypothesis is worth testing, and validating the result, is still a scientist's call.",,,,,25,19-1042,2,30,60,42,32,Low
environmental-engineer,Environmental Engineer,Science & Engineering,24,Low,80000,125000,stable,3,3,AI-Assisted Environmental Modeling Tools,Site Remediation Strategy & Field Judgment,Regulatory Agency Negotiation,"Permit drafting and dispersion modeling are increasingly AI-assisted, but remediation strategy and agency negotiation still depend on an engineer's field judgment and standing with regulators.",,,,,24,17-2081,2,30,55,38,25,Low
civil-engineer,Civil Engineer,Science & Engineering,23,Low,75000,125000,stable,4,3,AI-Assisted BIM & Clash Detection Tools,PE Licensure & Stamped-Drawing Responsibility,Public Infrastructure Stakeholder Management,"AI now handles quantity takeoffs and BIM clash checks, but stamped drawings still carry an engineer's legal liability. Civil engineers who lean into field inspection and public-project stakeholder work stay ahead of the automation curve.",,,,,23,17-2051,1,28,55,40,25,Low
chemical-engineer,Chemical Engineer,Science & Engineering,22,Low,85000,145000,stable,3,3,"AI-Assisted Process Simulation (Aspen, gPROMS)",Process Safety & HAZOP Leadership,Lab-to-Plant Scale-Up Judgment,"Simulation sweeps and balance calculations increasingly run themselves, but hazard analysis and scale-up decisions still ride on an engineer's judgment. Chemical engineers who own plant safety leadership hold the highest-value ground.",,,,,22,17-2041,2,28,55,38,25,Low
